,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
746,-508.2794,73.8899,-15.388873,13.87339,2.535769,-0.46211842,-20.095186,-14.591654,-9.82547,-8.323509,-0.35773656,-3.8306575,-8.507715,1.2162255,-5.580754,4.8924556,-6.547034,-0.9895521,0.2044502,-3.1896808,-8.514234,-3.348593,-4.26683,-1.8289144,-7.36955,1.6599352,-0.84483206,1.5114305,-1.6524626,1.0239916,-2.418369,-1.8204094,-2.9369795,-1.0842131,-2.9438927,0.5171821,-3.3771935,-2.4908414,-5.2392483,0.09268097,fear
412,-739.7322,78.40008,3.4439883,28.772806,12.323039,5.7801313,-6.557192,0.92669994,-2.9528153,1.6632578,-0.63810617,1.4595826,-3.611332,3.6047275,-3.4036798,4.289686,-2.298671,1.1830921,0.27739722,0.76768893,-3.5120642,-1.7248974,-4.7064595,2.0882149,-4.365216,4.520723,-3.2913666,-0.36332723,-0.043349583,2.638371,0.7814492,-0.75643104,-0.43346652,1.7346634,1.2838917,3.2958455,-0.2402235,-0.35953224,0.4785474,4.5172124,sad
675,-529.8526,33.06553,-19.135004,1.9736633,-12.014509,-5.701139,-8.659141,-18.259796,-14.529545,-1.5126219,-9.527059,-6.9796057,-8.166933,3.1360536,-8.26936,-1.0798123,-4.265949,-0.83913064,0.23822804,8.337494,3.914122,9.364297,0.56171346,3.723279,-0.7133295,3.948843,-0.6879584,2.0032415,-2.8273501,-1.6351736,-4.0903873,-0.15552095,-1.6220001,-0.66388637,-3.224616,0.13083342,-2.0394058,0.808038,-1.5780975,0.3328102,fear
242,-319.5448,49.16825,-10.320192,-1.2180009,-15.248318,2.4910915,-16.97651,-13.050278,-15.697222,-16.864883,-6.261034,-3.5137239,-14.4266815,2.9078238,-6.430148,-1.5770619,-10.212026,-0.8714783,-7.0012956,-1.3653026,-2.5789807,8.976376,1.9302572,6.9495797,1.8749751,6.3746853,-0.20755841,5.3336453,3.7773473,8.42884,2.5523915,5.097645,-1.3479649,1.4588108,2.5555089,7.3146048,1.7866818,1.504921,-1.2138737,3.8393528,happy
43,-677.5636,43.32312,-11.454671,13.481396,-10.391188,-8.174066,-10.040911,-11.461635,-8.873966,-2.2043967,-8.332141,-3.284724,-8.999524,1.5284472,-10.630633,-3.7284744,-6.498947,-2.1416144,-4.4060674,-0.7475457,-0.84841037,2.6354275,-4.116499,2.487062,-3.5213087,3.663982,3.4873998,6.7850747,1.553125,4.630835,-1.5852141,1.8271025,-1.8243034,1.6186503,-0.25783777,1.8553106,-1.6551247,-0.7773436,-3.3639014,0.9009332,neutral
537,-476.5574,69.91823,-13.302309,4.828483,-4.7381277,-3.912852,-14.73427,-17.612684,-9.585587,0.20453633,-10.9180155,1.2478532,-2.3991585,-5.312474,-3.6288273,-1.6430295,-8.841021,-4.7117686,-6.1904774,-6.5989327,-7.2041845,-0.48419428,-7.025018,-3.1741843,-4.713752,0.7712264,-5.5180807,2.5031617,-1.1195565,2.000101,1.6777009,2.9788554,2.4094026,6.469773,6.3505697,7.044359,5.1902733,5.561171,3.6815648,5.0113587,angry
72,-658.9167,66.726654,1.4629531,17.342644,5.9199133,4.2736783,-3.4748416,-5.8771873,-13.548798,-2.917079,-1.0326214,-0.9490795,-1.2274898,-2.6349719,-3.7657335,2.528067,-6.978322,-1.4831417,-1.3551369,0.4573916,-6.767116,-1.3639965,-2.7181537,-2.4568944,-3.2118666,-0.5478535,-6.237055,-0.006753962,-3.346736,1.1911619,-3.3743994,-2.4479918,-3.9402275,-2.806774,-3.7430112,-1.4293075,-1.4574909,-2.9247432,-4.0394,-3.8369381,neutral
793,-470.15225,22.858988,-36.642857,1.203537,-18.052412,-13.959507,-11.011851,-15.6999855,-11.589359,-3.321652,-14.034589,-1.6748823,-7.5350537,6.130896,-2.7080514,6.9594564,13.122705,16.77126,6.32967,5.2436066,-3.7290096,-6.502644,-5.6969357,1.0533953,-4.46782,-4.7432804,-4.5353646,-2.5744298,-0.16416687,0.7225906,-4.316283,1.6957302,0.3819851,5.8391237,2.2037609,2.3746278,0.72507656,1.1961373,-2.8776088,-2.3711712,fear
126,-603.0127,90.507744,-7.9932165,19.745361,7.2768297,-5.191993,-10.005894,-7.2677593,-0.5285106,-0.39523703,-8.398789,3.3207889,-0.05905351,-2.9292524,-1.6955334,0.48922837,-8.239918,2.5790834,-7.7644343,-1.1329446,-8.89987,-0.2816615,-3.6094513,-1.2936958,-3.7467866,2.6132996,-4.6133275,1.6631892,-6.631442,-2.6416926,-4.0213513,2.214592,-1.6422693,-0.33281416,-3.0851746,-3.35046,-4.639399,-0.57206726,1.4642913,4.3664923,happy
30,-627.1347,88.877495,7.814966,20.614124,9.224205,-0.820188,-8.553656,-5.485069,0.28684208,-1.1146414,-5.880278,2.7480397,1.214234,-3.914978,-0.033377,1.2322403,-7.354435,6.2484446,-4.7059927,0.9971771,-7.292149,1.4155068,-5.7874656,-2.1583586,-4.4292502,3.4337096,-4.760809,3.8636346,-5.388956,0.4945102,-5.513543,2.5691524,-1.8728554,0.9034143,-3.1608062,-2.6934264,-6.3684096,-2.782268,-2.7894373,1.2990283,neutral
574,-523.1063,45.953102,-12.910755,4.3914514,-4.2801266,-6.502134,-11.375005,-2.7327712,-16.280676,-7.2804575,-4.9611664,-7.8916926,-9.140336,-2.5984888,-10.711389,-1.7333958,-9.31871,-2.939608,-8.433759,-4.4597435,-8.478771,-2.325774,-6.672381,-2.3332157,-6.196612,2.1386158,-2.1143575,2.6632457,1.6825862,2.636771,-1.2487565,1.3221018,-1.0971465,-0.5766453,-1.8747807,1.314683,0.08526791,2.7120802,0.27693942,0.69496304,angry
189,-615.20856,56.12597,-6.480062,-0.7772999,0.60179293,-0.8466311,-14.422735,-10.279666,-14.571338,1.9578661,-8.675257,-7.1464486,-2.7239487,-3.2375886,-3.53383,-6.0190434,-5.893583,0.2440317,-7.4622097,-2.4476547,-7.080721,-1.9748634,-7.896894,0.81822777,-6.771473,-0.85579646,-3.8584576,1.7023969,-0.28721055,4.4742765,-2.6514976,0.16214694,-4.330523,1.1707284,-0.88974315,2.8595607,1.1321036,4.5044904,1.7582883,7.863379,happy
184,-541.39886,71.07627,-0.81589186,16.515463,3.9365947,6.9513025,0.24484299,-10.867372,-10.253524,3.9286978,-4.2759714,-3.7063026,3.4888256,0.26399988,-4.98784,1.3747214,-4.3920445,2.2379243,-5.57842,1.9254495,-4.6815743,-0.23903632,-4.4091067,1.6164086,-3.0671463,2.8222523,-4.57627,0.29547217,-5.526592,-1.8432372,-3.950773,0.5396922,0.06407585,1.1172756,-1.8152589,-0.71018845,1.4413832,0.47794557,0.024691632,1.3319403,happy
695,-490.38406,29.047499,-17.946188,1.1952115,-15.412526,-8.064409,-15.004927,-12.72527,-6.536178,-1.7491467,-12.634251,3.489552,-8.6544,0.9791651,-3.590633,-3.6488764,-5.673976,2.9564433,1.5237452,5.776611,5.74851,8.243254,2.944378,8.069824,1.7728056,4.1365075,-2.4491475,1.4334182,-3.7494457,-1.6279125,-4.905098,-2.4519494,-4.066685,0.016646067,-0.32990342,1.3159035,-1.8941379,-0.21006641,-0.9123741,2.1477706,fear
446,-564.686,66.346634,-14.458371,14.965502,11.585972,-3.6549218,-2.4725943,-2.1246924,-8.974292,4.236064,-6.928539,-1.0372539,-2.5136578,-0.45706886,-0.18862472,2.7263763,-3.369809,-3.264252,-2.5238557,1.4026928,-6.816109,-0.04260874,-3.0693123,1.059717,-4.129154,2.2746108,-3.686608,3.050655,-2.144213,2.2104707,-1.1859775,2.549979,-1.9279225,-0.021026261,-1.0564225,1.0236577,-0.37692335,-0.36272708,-2.3021436,-0.16739066,sad
542,-520.701,72.19962,-10.540154,14.791308,11.825664,-4.504604,1.5467328,2.9423358,-7.3875885,1.9186631,-5.1030836,3.60019,-1.6568445,1.165786,1.990193,0.6688819,-4.441593,1.5657191,-3.6071005,1.3604393,-4.630017,5.1625705,-5.998242,2.1997511,-2.8072124,2.529509,-1.375337,3.3133624,-1.9696496,3.5459158,-0.98341924,2.1735168,-0.5130275,2.454515,0.7899714,3.2481503,0.105049245,3.00311,1.0417926,1.4085939,angry
727,-500.09818,63.22888,-24.359867,1.0376143,-0.34337795,-5.5382633,-7.48384,-23.52604,-7.1190567,2.8230326,-11.574539,-5.9576364,-6.7814984,3.1277285,-1.954998,0.7615753,-8.109708,5.597341,2.9084685,8.454165,2.3113685,6.183354,2.6119947,11.354993,5.587357,9.2131605,6.529173,8.694374,3.575611,6.2008023,0.46992126,5.2927117,2.44732,4.9933023,2.54307,4.6056514,1.5904758,3.261473,0.1923076,1.8053198,fear
512,-644.82306,80.297325,-0.7065659,23.419176,20.909468,7.374833,-4.492297,-2.9500728,-5.3191037,4.6008534,-2.506437,-0.042967487,2.4435563,1.007044,-2.4727635,1.8627399,-0.064258546,1.5697623,-4.6100073,1.9104905,-0.8679195,-0.5616574,-6.34797,2.720918,-2.7414248,2.1324842,-3.8371687,1.5157677,-1.230675,0.7178795,-0.65902054,2.0441835,-1.2301124,0.15818684,-1.4716388,1.7672832,-1.5353198,1.7876254,-1.9125139,-1.4721882,angry
617,-356.70007,-4.018097,-39.555267,-6.145605,-21.376272,-2.891919,-9.7873,-3.5709758,-12.857386,-5.646375,-8.337689,0.82659155,9.560149,16.429802,12.957456,1.5545641,-7.516231,-6.7447424,-5.748086,4.898067,-4.5003853,-3.4504359,-6.0440626,5.687842,1.5922247,1.8524634,0.45657262,3.7851455,-1.2012136,-0.2487783,-4.532755,2.247356,-2.1295464,-1.3182482,-0.4830707,2.9039085,0.44809112,1.5435312,-0.32144934,2.0554671,angry
467,-452.33127,37.10375,-26.333775,-7.0017624,-9.667873,-17.640074,-14.225237,-11.078903,-18.97968,5.4701457,-11.9216175,-0.20226602,-6.67279,-2.7981842,0.30862102,4.8763185,5.177499,21.703226,11.516439,13.673078,3.5503151,2.4378073,-4.321501,4.7780824,1.0492706,4.4006023,-2.0115016,0.053545285,0.634429,3.8461308,0.8199389,0.34498584,2.1081958,7.1906004,4.2378445,4.983445,1.7686601,2.4701715,0.9068427,0.8014983,sad
491,-557.25836,59.577778,-5.265343,12.479497,-5.092523,-1.735429,-0.16326942,-5.3071737,-9.56334,0.4761035,-6.661705,-0.07951402,-6.6046934,-0.7374879,-1.3202507,-6.1943455,-7.399092,-0.8159245,-7.0423427,-2.4652023,-4.4827247,-2.2048864,-6.6401615,-1.1125114,-5.882078,-0.28566268,-2.251662,3.6317782,-0.5508698,4.4631734,1.3913954,3.1068318,1.0637426,3.3609238,2.800501,4.3013315,4.598184,5.51977,1.6991931,2.28407,angry
507,-513.0074,35.32277,-15.571759,4.537515,-15.308419,-6.883082,-6.503892,-14.251563,-9.468998,-2.7323432,-5.6726937,-5.3719544,-6.564914,3.8283107,-8.27765,1.5313199,-2.5273297,-1.2131453,-3.6045177,2.7478464,-2.9409134,2.3112895,-2.530445,2.0982177,-0.19606416,2.095843,-1.2668657,4.710789,2.767336,2.0866575,-1.6413417,1.298949,1.3533806,1.0645164,-2.053198,-0.9202337,-0.7209047,0.23955749,-0.24304615,0.69028014,angry
68,-581.6309,82.68652,2.6147416,17.480253,8.035346,-1.4220322,0.77117056,-6.3585563,-13.674375,0.5768425,-1.3923578,-2.2144825,-5.252558,3.4192047,-2.8792038,0.5109349,-1.9809912,2.2951741,-2.3080535,-0.5662972,-6.1073446,1.5131137,-5.439987,-3.830027,-3.8949745,0.513709,-4.8519216,-0.49844748,-1.7620201,1.330769,-2.17557,-1.4112757,-2.7281163,0.019353261,-1.0747927,-0.10204133,-4.0609226,-2.1174548,-3.7529848,-1.6297568,neutral
710,-545.617,66.13386,-0.2284132,15.990528,10.894968,2.5266562,-5.481341,-6.102939,-2.8759062,6.426218,-3.9769459,5.00224,1.0526879,3.3290622,-1.5642356,2.004042,-2.4555364,3.326906,-1.0563842,3.1154497,-4.3284845,3.6060948,-3.8450108,2.1697612,-2.7538712,1.7668116,-2.9385984,3.9073594,-3.6730938,3.0059755,-0.69889706,5.058626,0.6556386,2.1399202,1.2860298,3.951675,2.0730264,3.287415,2.396901,2.3499072,fear
325,-673.4792,54.75905,3.1384418,10.590176,-9.681468,-3.8167124,-11.387982,-7.654438,-5.643332,-6.4868093,-7.419117,-4.5918407,-8.393965,-1.0099472,-4.490128,-2.035969,-7.379274,-0.85133314,-6.5744762,1.1170914,-5.104288,-0.820289,-2.3224902,2.903593,-0.38617182,3.193806,-1.5901008,0.7513801,-3.5469797,3.7153087,2.0792983,8.456939,2.6446004,3.3362176,-1.4046737,1.8318232,-0.8853296,1.2866099,-1.054081,0.32237032,sad
658,-320.69937,28.9924,-12.242171,3.4777212,-17.753937,-3.7866302,-5.300967,-0.6435995,-11.125244,-8.573968,-1.9101348,-2.345086,-8.0168495,0.24677055,-6.8441525,-3.391894,-11.644928,0.7633959,-1.3631206,9.36491,2.2613764,10.583635,0.115246065,8.708965,4.9419155,12.932519,6.3150654,7.593466,-1.6538922,2.0242333,0.19062005,5.201416,-0.9154326,2.474472,-0.9387374,4.030459,0.46160007,4.9820676,0.9205621,2.955461,angry
57,-524.1818,58.77609,-4.040508,6.0485606,0.19513942,-6.621663,-13.912113,-15.443581,-9.3974,1.9637159,-10.072993,-4.3630834,-4.8741717,-3.9391575,-1.9136821,-1.7615312,-5.7396064,-3.3889258,-1.8533293,-7.6645036,-7.3931127,-1.1168042,-8.060185,5.390475,-1.6638312,9.004768,0.6486343,12.1405945,5.0822606,9.796222,7.4751754,7.4617186,3.738135,1.4687005,0.34251904,1.5683868,1.1648921,3.0355577,-1.1206096,1.7067541,neutral
186,-617.7959,79.60402,-1.9558852,20.865839,-4.660684,16.118973,-4.1637716,-3.4632082,-11.4198475,2.1300793,1.6378099,-5.3191104,1.1026158,1.0532823,-2.4864054,2.0578442,-7.2328076,1.8338205,2.391364,-1.6863077,-5.9016867,2.2566068,-3.4202251,-3.8875065,-2.5578618,-1.0743082,-3.1971836,0.23448122,-1.5683364,2.0078382,-3.5369725,-1.6267422,-2.5716078,-1.9328634,-2.755908,2.799645,-2.6430233,0.17034042,0.3405458,5.24088,happy
714,-614.07837,64.19768,1.6285747,17.89296,7.043321,6.575636,-11.625699,-7.292472,-4.931537,1.4326952,-2.2502975,-1.7530657,-1.655976,4.0410023,-3.4172623,7.4613533,-2.6041236,-0.85746634,-3.6674097,3.916988,-3.8703568,-2.2104619,-3.9739146,1.0788468,-5.0612683,4.9012218,-0.70689404,4.245859,-1.28938,2.9100008,2.9960723,2.9356613,4.24449,9.744265,4.8522186,5.1795497,0.7586522,-0.404128,-0.7853479,4.9192615,fear
506,-481.71622,65.08735,-12.479936,16.257395,0.9638521,-1.9148383,-10.763619,-10.8067465,-8.596432,-5.660795,-9.858605,-1.3652,-5.8347554,-1.0427748,-10.679013,1.0102949,-4.094113,-0.5586087,-2.5618687,-1.625206,-4.825241,-2.7851317,-6.5448213,-1.3048891,-6.753565,-1.3866411,-4.8060217,0.20120901,-2.3314903,0.22116998,-4.2567973,0.26049858,-5.238036,0.84871763,-1.1480097,2.1841803,-1.3725972,-0.28015056,-4.1942077,1.1509675,angry
416,-680.777,80.68953,-0.25306547,26.283987,17.42029,5.5249953,-13.645557,-3.465213,-8.9290695,0.7048505,-5.2669177,-6.852379,-5.867388,-0.32996625,-4.6286836,2.0089147,-3.3692014,-1.2301905,-6.0711427,2.1646092,-4.523437,0.34516305,-6.357266,2.082683,-5.286414,2.1164181,-4.480134,1.5966973,-3.907388,2.1086547,-2.5117233,1.9823482,-3.0506837,0.2143525,-1.3025264,2.2548916,-0.7255546,-0.52479964,-3.7567105,-1.8870285,sad
29,-670.78864,65.79167,-22.60126,15.106628,-2.1972082,-13.396501,-12.829834,-9.29124,-7.284124,3.6274083,-8.459493,0.49671412,-9.851426,-0.5283492,-7.556708,-2.827317,-7.118744,-4.4240756,-7.3089485,-6.0104675,-2.3338542,0.8160358,-4.086653,3.6023386,-3.585889,3.1859024,0.11214777,7.993266,4.683634,10.14789,2.8865137,7.746634,4.477759,10.548981,8.076211,9.4030485,2.3916354,0.6837371,2.5670686,8.338871,neutral
255,-498.34348,36.59634,-12.920996,8.631214,-8.789352,-14.739573,-18.851099,-10.956202,-11.347826,-0.36939558,-16.129314,-5.0714264,-6.443286,-6.3138256,-5.5915785,-5.2123494,-8.278678,-5.7035413,-10.247022,-4.7268705,-4.4672313,-0.277813,0.9817622,5.2380533,-1.5766944,4.9690304,0.6884192,5.1778617,2.672802,4.60861,-0.009523811,0.9251394,-3.5268614,0.62191206,-0.81030947,3.7060723,1.10301,0.13011397,-1.2234595,2.8705537,happy
651,-434.6186,16.349123,-24.99578,-5.7648077,-25.697138,-8.028992,-12.503378,-19.088968,-9.250482,-8.049693,-6.7563915,-3.2338457,-6.0656824,4.971943,-9.430013,5.4908495,-5.314777,5.748428,0.57276,4.84468,1.74727,6.0818353,3.7923028,6.8887053,-2.86984,3.2694268,-5.615219,1.3758463,-1.35982,0.6713528,-3.1457825,2.2731218,-1.3967642,1.8522271,0.2343672,0.45330736,-2.9827602,1.7124509,0.23687309,3.031701,angry
454,-631.0239,52.347668,2.597819,6.744834,3.8123293,3.1973274,-6.716636,-6.9480314,-12.368206,-4.217987,-3.5930495,-7.24804,-4.6451073,0.65879375,-5.511622,1.8551812,-7.4717083,-0.6952942,-3.8077404,-0.0039673876,-7.8349247,-0.88838553,-3.9462633,-0.8093468,-5.3674297,-0.794138,-6.5876465,-2.5061688,-3.9033499,-1.51151,-4.4303255,-0.949178,-4.5760527,-1.4493465,-2.910735,1.7657254,2.723962,6.135068,5.7220984,6.0116587,sad
299,-597.61414,65.908195,-13.83932,7.3079143,-1.3264117,-6.931766,-8.472293,-11.690517,-13.728801,-0.52009135,-9.00756,-1.4100767,-9.555461,-5.1743135,1.0294594,-6.4547396,-9.976039,-0.76316273,-8.368222,-1.7593646,-3.6330843,2.771938,-3.1159034,5.230167,-2.2323308,3.988868,0.6156505,7.4958415,6.3159647,12.674747,10.652146,12.077016,5.16875,6.80223,2.0889657,2.287653,0.8641506,2.5152254,-0.37380937,-0.29568148,sad
76,-691.60974,80.5615,7.4246674,20.457735,8.065399,1.6915693,1.0469736,-7.7760572,-5.6165767,4.3270483,-0.5002414,5.0869045,-1.6851656,0.8412283,0.30481327,4.9974227,-4.4781313,3.074622,-0.0912561,1.9404356,-5.450162,2.721902,-4.236033,1.42077,-2.60937,0.9816694,-0.8027274,1.7132373,-0.42894718,1.2326355,-1.5460777,1.2948053,-1.2821689,0.5066674,-0.84569985,2.2379556,-1.1279747,-0.42314512,-3.283738,-0.6200686,neutral
160,-546.02856,63.863113,-4.946685,16.156668,7.773439,2.6982381,1.9654397,-7.5124016,-12.094004,4.203844,-4.5297556,-2.714149,3.5063934,-1.5550642,-3.9963663,0.4848227,-4.444742,1.0478957,-6.70845,-0.24804282,-7.169696,1.3467591,-4.910694,0.044067085,-2.6700907,0.30152074,-3.315813,3.1089017,-4.3730536,0.99559087,-0.22847664,2.44804,-0.2057369,1.6364603,-1.7348297,0.6301876,1.008194,2.9217339,0.95705056,2.0834017,happy
662,-401.7316,42.13346,-13.235767,9.0069475,0.3626782,-8.562522,-3.0718863,-2.5166707,-11.156985,-0.9772006,-8.140784,1.5358907,-4.927324,-4.6333094,-5.2273917,-1.910824,-7.776438,0.47599924,-3.061169,2.8242843,-1.2190934,4.9944725,-1.748775,3.0670054,0.28448424,5.297265,0.53101534,3.4548006,-0.14134222,4.5863886,3.8743436,7.3443723,1.5879517,2.5407429,1.3411987,3.770629,2.5951653,3.6916516,1.9791745,2.582956,angry
830,-489.34406,56.00705,-5.456551,16.946325,11.833776,-1.4733096,-3.379939,0.12746494,-6.624171,4.9859495,-5.4348593,2.227983,0.09528997,2.7747343,0.8775614,2.5952315,-1.1731288,2.8270729,-1.5307343,2.2375576,-5.1215873,2.4862797,-2.4591177,2.9042907,-3.1463103,3.2047477,-2.7319503,3.7034695,-4.2447276,2.3483288,0.7290007,4.881052,2.448489,5.0405145,3.8272772,4.8339357,2.8356142,3.0992348,2.0495214,1.8806664,fear
310,-665.2284,73.44287,-6.858115,10.635814,11.634633,1.1401192,-5.3025594,-4.501893,-11.984022,-5.3344398,-3.6063347,-3.7718844,-7.190739,0.53898793,-5.864367,1.4137243,-6.8372884,-1.3777281,-6.344402,-0.62856233,-4.8894906,-2.3537698,-5.333137,-1.184205,-6.9466944,-1.0338377,-6.6649117,-3.1633255,-4.3092065,0.13925552,-4.6700187,-1.0625687,-5.2915998,-3.0824525,-5.5502834,-2.3117976,-4.739082,-1.919645,-3.8612506,-2.088168,sad
202,-466.73642,59.318485,3.88763,8.562698,-1.2806407,3.3235352,-2.801717,0.47061136,-11.18734,-4.6089735,0.6158014,0.1267348,-2.746379,-1.0232675,-2.989527,2.3130305,-4.6498504,1.9662052,-4.0548654,-0.9421181,-6.3166375,3.255584,-4.313607,1.3763747,-3.0942273,3.5972528,-1.0016495,6.59201,1.5849319,5.1396914,2.417462,4.9285684,2.100359,5.134408,3.5083482,6.9404507,6.146446,8.58255,3.0929468,2.878781,happy
154,-631.7434,62.749386,15.400997,13.950605,7.5638,8.304322,-5.3476706,-0.35255817,-8.55771,-0.2564981,0.63249546,0.8723453,-1.3928798,0.5653663,1.024189,3.459318,-3.9578543,1.9688188,-2.003845,1.1049403,-7.008205,1.9485066,-4.1231475,-0.98837054,-2.2494671,3.3930001,-3.9798555,2.167097,-2.9159696,1.6559116,-2.2630143,0.6348378,-1.3497151,0.2588233,-4.1868296,-0.6105344,-2.2917202,-0.032784693,-3.4617128,-1.1591904,happy
611,-351.0334,41.308464,-24.371923,-6.6516047,-8.536343,-8.50762,-2.225141,-3.6679442,-10.805623,1.4131497,-9.295198,-0.40270975,-7.3533554,-3.799422,-0.79096085,-2.258484,-5.6933746,3.1237838,-1.6230092,5.778601,7.076735,10.813189,4.775598,10.533497,1.0954217,7.1918683,2.7886584,7.013924,2.5564585,5.974023,4.104043,5.8525405,3.0389404,5.003103,1.6530737,3.8438747,1.7556691,4.9065733,2.0599108,3.737,angry
81,-576.17566,60.112476,8.173354,15.616881,2.1786652,1.4122133,-8.99928,-8.319999,-6.882273,1.5408702,-8.456488,-2.8426294,-3.4771242,-0.7564256,-1.9074163,2.2909088,-4.8859153,-0.020664856,-1.5149626,-7.0185037,-7.4679184,-0.86796314,-9.653079,0.73730993,-8.810984,3.581731,-5.9102273,5.7351255,2.232829,3.6304018,2.6937852,4.141092,5.86395,6.1402864,6.8393655,4.2115374,1.376261,4.6438594,4.824868,6.9132633,neutral
330,-718.1956,80.81591,14.68433,23.301092,6.9629545,18.006872,-0.32022837,-4.851412,-3.970402,2.3619554,-0.7548718,-1.1505272,-2.690543,2.258674,0.7039775,7.14665,-5.803705,2.884502,-3.5274596,3.5184097,-7.1898985,1.5459769,-4.9554596,0.34739128,-3.5780406,3.3665047,-3.753599,3.614523,-1.801926,3.0188377,-1.9196773,0.4107367,-2.2531414,1.3674697,-2.1371567,2.4307582,-2.6803005,-1.2880516,-3.5883899,-1.2558032,sad
608,-337.75928,60.71325,-25.301474,5.4661794,0.031347614,-9.744399,-10.130056,-4.9676676,-10.235244,0.06221674,-1.8087231,1.6825224,-4.5602217,1.6872673,-4.8484306,0.053634588,-3.9217763,0.55982655,-1.1331984,5.943774,-2.6424153,4.8817596,1.1506238,6.1964602,1.1952486,6.2803235,-0.009567342,3.771238,0.5268941,5.656164,1.7782689,5.082789,0.955348,3.3140569,1.6491164,4.4853444,1.6087875,3.4697728,0.69107443,2.8567631,angry
113,-598.6351,54.878426,-14.691198,4.8078446,-3.1383326,-5.3437195,-5.899584,-14.94772,-11.091224,-4.7684646,-8.9061575,-4.1260285,-9.73994,-0.3949549,-6.6059413,-7.446836,-10.16433,-4.4220386,-7.813062,-3.8752549,-4.897951,-1.5636698,-2.2905362,3.9915066,-2.4786701,2.4263887,-1.7615412,3.4024587,2.7302175,5.1942844,-0.18750799,3.5995,0.5261688,3.8941262,0.27502,1.1253226,-2.155017,0.8402184,-0.8528588,1.446699,happy
576,-330.43533,34.85833,-24.023932,2.7887874,-15.844667,-3.382685,-16.751408,-11.501851,-16.941166,-7.221261,-9.233992,-3.1189532,-10.113092,-4.981498,-7.7914267,0.4028823,-10.35365,4.229824,0.18494728,5.9028955,1.764391,6.9832387,3.3734639,1.8172165,-1.2214913,1.939151,-3.7981446,3.7959735,0.8041148,-0.35185915,-1.2983959,-0.24317697,0.79852706,1.3444223,-3.2637193,2.6377437,1.0835035,1.6600361,-3.0587254,-0.055354483,angry
473,-480.3665,34.03547,-29.950066,-5.99657,-9.199907,-18.403538,-16.6976,-12.73735,-26.12371,-0.13003758,-4.6979413,-13.95605,-0.34999356,-2.6941218,-5.903426,-0.43256146,-4.9127717,2.5875592,2.6752188,9.576028,9.016659,13.889546,-1.7416662,4.275706,-4.4706516,-1.5551295,-2.9537785,3.6762722,-3.5676494,3.3146672,-7.237126,-2.1752992,-2.9288092,-1.597723,-3.2435975,1.105953,-1.2130684,1.9758086,-1.943943,0.74873954,sad
27,-667.51,53.18825,-10.631264,8.821757,-11.112283,-7.2003875,-11.787572,-15.597574,-14.399294,-4.637577,-6.7415233,-7.855956,-7.738195,0.30251122,-10.653235,-4.2647634,-8.07261,-4.9039197,-6.9877095,3.4213114,-3.5311215,3.5532916,-4.1861672,-0.62942845,-4.523041,-0.846674,-0.32184154,6.2078404,2.3986514,3.076712,-0.67667454,3.638277,1.643389,0.6896733,-2.2189176,-0.6355976,0.6860438,0.5055111,2.0816028,5.6705136,neutral
385,-639.7503,56.677715,-12.597498,8.41085,-11.548512,-6.0481687,-12.932373,-14.902919,-12.11182,-3.3133404,-10.417853,-1.7594944,-9.280179,4.745029,-6.923841,-5.3750057,-4.5145125,-0.45974508,-4.748657,0.6448997,-0.06688973,0.4960907,-0.91609734,4.735919,5.247978,5.89102,6.890843,3.4814453,1.7410132,-0.03310227,-3.4717438,2.202577,0.4717152,1.4705763,-2.5844004,-0.1837125,-2.7122827,-0.12568972,-2.3095582,-0.68918365,sad
834,-434.32288,23.27539,-24.306305,-1.0377278,-18.108522,-1.3318385,-16.497896,-12.106595,-6.000979,-2.789363,-5.114926,-4.1923976,4.7842183,5.468459,0.65720594,8.233577,-0.24022326,-0.10190703,8.191501,12.835936,4.5832005,8.408459,4.004182,4.8380013,0.1335977,10.224479,0.95501024,4.5475984,1.152507,3.8059611,-0.73410565,3.1470098,-1.0082129,2.882283,1.9102029,7.767121,-0.10566324,0.92584914,1.6161752,7.241254,fear
64,-608.49744,81.415436,5.601973,19.749155,10.98503,5.9158154,8.97427,-4.709905,-11.071218,5.8811955,-4.668612,-0.01120918,4.3642983,0.7669909,-2.3624227,2.5580401,-3.1322665,-1.5803115,-3.6912138,2.8324609,-4.67238,0.9808897,-2.9150126,1.0196817,-3.3151937,2.5342214,-4.23096,0.32210922,-5.517453,0.58804303,-1.7793622,0.2869197,-1.0129503,-0.84178436,-3.483644,-1.9829193,-2.0753865,-1.244964,-2.4070718,-1.4949714,neutral
690,-578.4559,63.580334,-6.88937,19.923965,0.04523026,2.1910424,-11.054546,-7.7853737,-9.536849,-1.4048493,-2.3225384,-8.843923,-1.5017722,1.353398,-8.02901,3.5958805,-6.864891,0.7399878,-0.7269563,0.8387877,-6.6829896,-2.5161858,-6.0577345,-0.9706914,-7.21084,1.1649495,-4.936843,3.6044579,-3.1148522,1.797474,1.7309141,-1.0035347,-0.31787452,3.1844883,-1.6501938,4.7355633,0.8326261,2.5270777,-0.30076766,3.8196805,fear
